focal,plants.i,plants.j,seeds.i,seeds.j,time,biomass,fecundity,sim
i,1,1,NA,NA,1,86.857,1074,1
i,1,1,NA,NA,1,86.857,1115,1
i,1,1,NA,NA,1,86.857,1112,1
i,1,1,NA,NA,1,86.857,1050,1
i,1,1,NA,NA,1,86.857,1111,1
i,1,1,NA,NA,1,86.857,1048,1
i,1,1,NA,NA,1,86.857,1078,1
i,1,1,NA,NA,1,86.857,1060,1
i,1,1,NA,NA,1,86.857,1077,1
i,1,1,NA,NA,1,86.857,1055,1
i,5,4,NA,NA,2,87.75721,244,1
i,5,4,NA,NA,2,87.75721,239,1
i,5,4,NA,NA,2,87.75721,280,1
i,5,4,NA,NA,2,87.75721,238,1
i,5,4,NA,NA,2,87.75721,241,1
i,5,4,NA,NA,2,87.75721,235,1
i,5,4,NA,NA,2,87.75721,233,1
i,5,4,NA,NA,2,87.75721,266,1
i,5,4,NA,NA,2,87.75721,258,1
i,5,4,NA,NA,2,87.75721,243,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,0,1,NA,NA,3,0,NA,1
i,12,5,NA,NA,4,87.75788,160,1
i,12,5,NA,NA,4,87.75788,142,1
i,12,5,NA,NA,4,87.75788,191,1
i,12,5,NA,NA,4,87.75788,143,1
i,12,5,NA,NA,4,87.75788,184,1
i,12,5,NA,NA,4,87.75788,169,1
i,12,5,NA,NA,4,87.75788,184,1
i,12,5,NA,NA,4,87.75788,159,1
i,12,5,NA,NA,4,87.75788,176,1
i,12,5,NA,NA,4,87.75788,162,1
i,6,1,NA,NA,5,87.75705,411,1
i,6,1,NA,NA,5,87.75705,418,1
i,6,1,NA,NA,5,87.75705,402,1
i,6,1,NA,NA,5,87.75705,380,1
i,6,1,NA,NA,5,87.75705,375,1
i,6,1,NA,NA,5,87.75705,386,1
i,6,1,NA,NA,5,87.75705,395,1
i,6,1,NA,NA,5,87.75705,417,1
i,6,1,NA,NA,5,87.75705,400,1
i,6,1,NA,NA,5,87.75705,405,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,0,13,NA,NA,6,0,NA,1
i,6,8,NA,NA,7,87.75653,591,1
i,6,8,NA,NA,7,87.75653,587,1
i,6,8,NA,NA,7,87.75653,595,1
i,6,8,NA,NA,7,87.75653,591,1
i,6,8,NA,NA,7,87.75653,607,1
i,6,8,NA,NA,7,87.75653,571,1
i,6,8,NA,NA,7,87.75653,582,1
i,6,8,NA,NA,7,87.75653,606,1
i,6,8,NA,NA,7,87.75653,565,1
i,6,8,NA,NA,7,87.75653,613,1
i,8,9,NA,NA,8,87.75645,583,1
i,8,9,NA,NA,8,87.75645,549,1
i,8,9,NA,NA,8,87.75645,533,1
i,8,9,NA,NA,8,87.75645,503,1
i,8,9,NA,NA,8,87.75645,521,1
i,8,9,NA,NA,8,87.75645,583,1
i,8,9,NA,NA,8,87.75645,532,1
i,8,9,NA,NA,8,87.75645,605,1
i,8,9,NA,NA,8,87.75645,546,1
i,8,9,NA,NA,8,87.75645,569,1
i,7,6,NA,NA,9,87.75641,695,1
i,7,6,NA,NA,9,87.75641,750,1
i,7,6,NA,NA,9,87.75641,783,1
i,7,6,NA,NA,9,87.75641,769,1
i,7,6,NA,NA,9,87.75641,747,1
i,7,6,NA,NA,9,87.75641,772,1
i,7,6,NA,NA,9,87.75641,768,1
i,7,6,NA,NA,9,87.75641,805,1
i,7,6,NA,NA,9,87.75641,752,1
i,7,6,NA,NA,9,87.75641,784,1
i,2,12,NA,NA,10,87.75643,3266,1
i,2,12,NA,NA,10,87.75643,3299,1
i,2,12,NA,NA,10,87.75643,3219,1
i,2,12,NA,NA,10,87.75643,3139,1
i,2,12,NA,NA,10,87.75643,3160,1
i,2,12,NA,NA,10,87.75643,3273,1
i,2,12,NA,NA,10,87.75643,3202,1
i,2,12,NA,NA,10,87.75643,3296,1
i,2,12,NA,NA,10,87.75643,3239,1
i,2,12,NA,NA,10,87.75643,3235,1
j,12,1,NA,NA,1,175.5639,4542,1
j,12,1,NA,NA,1,175.5639,4747,1
j,12,1,NA,NA,1,175.5639,4595,1
j,12,1,NA,NA,1,175.5639,4716,1
j,12,1,NA,NA,1,175.5639,4619,1
j,12,1,NA,NA,1,175.5639,4652,1
j,12,1,NA,NA,1,175.5639,4544,1
j,12,1,NA,NA,1,175.5639,4506,1
j,12,1,NA,NA,1,175.5639,4620,1
j,12,1,NA,NA,1,175.5639,4583,1
j,6,2,NA,NA,2,204.8632,2848,1
j,6,2,NA,NA,2,204.8632,2912,1
j,6,2,NA,NA,2,204.8632,2812,1
j,6,2,NA,NA,2,204.8632,2823,1
j,6,2,NA,NA,2,204.8632,2749,1
j,6,2,NA,NA,2,204.8632,2899,1
j,6,2,NA,NA,2,204.8632,2909,1
j,6,2,NA,NA,2,204.8632,2873,1
j,6,2,NA,NA,2,204.8632,2730,1
j,6,2,NA,NA,2,204.8632,2913,1
j,1,11,NA,NA,3,204.8718,564,1
j,1,11,NA,NA,3,204.8718,534,1
j,1,11,NA,NA,3,204.8718,520,1
j,1,11,NA,NA,3,204.8718,566,1
j,1,11,NA,NA,3,204.8718,560,1
j,1,11,NA,NA,3,204.8718,548,1
j,1,11,NA,NA,3,204.8718,546,1
j,1,11,NA,NA,3,204.8718,521,1
j,1,11,NA,NA,3,204.8718,558,1
j,1,11,NA,NA,3,204.8718,562,1
j,7,1,NA,NA,4,204.8721,6256,1
j,7,1,NA,NA,4,204.8721,6227,1
j,7,1,NA,NA,4,204.8721,6208,1
j,7,1,NA,NA,4,204.8721,6171,1
j,7,1,NA,NA,4,204.8721,6256,1
j,7,1,NA,NA,4,204.8721,6241,1
j,7,1,NA,NA,4,204.8721,6144,1
j,7,1,NA,NA,4,204.8721,6275,1
j,7,1,NA,NA,4,204.8721,6267,1
j,7,1,NA,NA,4,204.8721,6179,1
j,10,3,NA,NA,5,204.872,2261,1
j,10,3,NA,NA,5,204.872,2223,1
j,10,3,NA,NA,5,204.872,2209,1
j,10,3,NA,NA,5,204.872,2183,1
j,10,3,NA,NA,5,204.872,2218,1
j,10,3,NA,NA,5,204.872,2188,1
j,10,3,NA,NA,5,204.872,2184,1
j,10,3,NA,NA,5,204.872,2142,1
j,10,3,NA,NA,5,204.872,2070,1
j,10,3,NA,NA,5,204.872,2217,1
j,4,2,NA,NA,6,204.8717,3518,1
j,4,2,NA,NA,6,204.8717,3468,1
j,4,2,NA,NA,6,204.8717,3361,1
j,4,2,NA,NA,6,204.8717,3496,1
j,4,2,NA,NA,6,204.8717,3490,1
j,4,2,NA,NA,6,204.8717,3423,1
j,4,2,NA,NA,6,204.8717,3355,1
j,4,2,NA,NA,6,204.8717,3473,1
j,4,2,NA,NA,6,204.8717,3408,1
j,4,2,NA,NA,6,204.8717,3514,1
j,4,2,NA,NA,7,204.8719,3661,1
j,4,2,NA,NA,7,204.8719,3712,1
j,4,2,NA,NA,7,204.8719,3565,1
j,4,2,NA,NA,7,204.8719,3624,1
j,4,2,NA,NA,7,204.8719,3626,1
j,4,2,NA,NA,7,204.8719,3701,1
j,4,2,NA,NA,7,204.8719,3578,1
j,4,2,NA,NA,7,204.8719,3670,1
j,4,2,NA,NA,7,204.8719,3667,1
j,4,2,NA,NA,7,204.8719,3689,1
j,9,3,NA,NA,8,204.873,2681,1
j,9,3,NA,NA,8,204.873,2537,1
j,9,3,NA,NA,8,204.873,2506,1
j,9,3,NA,NA,8,204.873,2575,1
j,9,3,NA,NA,8,204.873,2543,1
j,9,3,NA,NA,8,204.873,2562,1
j,9,3,NA,NA,8,204.873,2541,1
j,9,3,NA,NA,8,204.873,2467,1
j,9,3,NA,NA,8,204.873,2549,1
j,9,3,NA,NA,8,204.873,2510,1
j,8,6,NA,NA,9,204.8707,1324,1
j,8,6,NA,NA,9,204.8707,1408,1
j,8,6,NA,NA,9,204.8707,1316,1
j,8,6,NA,NA,9,204.8707,1397,1
j,8,6,NA,NA,9,204.8707,1270,1
j,8,6,NA,NA,9,204.8707,1325,1
j,8,6,NA,NA,9,204.8707,1343,1
j,8,6,NA,NA,9,204.8707,1389,1
j,8,6,NA,NA,9,204.8707,1359,1
j,8,6,NA,NA,9,204.8707,1343,1
j,7,3,NA,NA,10,204.8724,2863,1
j,7,3,NA,NA,10,204.8724,2719,1
j,7,3,NA,NA,10,204.8724,2787,1
j,7,3,NA,NA,10,204.8724,2885,1
j,7,3,NA,NA,10,204.8724,2855,1
j,7,3,NA,NA,10,204.8724,2825,1
j,7,3,NA,NA,10,204.8724,2875,1
j,7,3,NA,NA,10,204.8724,2815,1
j,7,3,NA,NA,10,204.8724,2756,1
j,7,3,NA,NA,10,204.8724,2811,1
i,9,1,NA,NA,1,90.35862,126,1
i,9,1,NA,NA,1,90.35862,118,1
i,9,1,NA,NA,1,90.35862,104,1
i,9,1,NA,NA,1,90.35862,102,1
i,9,1,NA,NA,1,90.35862,115,1
i,9,1,NA,NA,1,90.35862,115,1
i,9,1,NA,NA,1,90.35862,105,1
i,9,1,NA,NA,1,90.35862,126,1
i,9,1,NA,NA,1,90.35862,106,1
i,9,1,NA,NA,1,90.35862,132,1
i,8,11,NA,NA,2,87.7566,163,1
i,8,11,NA,NA,2,87.7566,155,1
i,8,11,NA,NA,2,87.7566,193,1
i,8,11,NA,NA,2,87.7566,184,1
i,8,11,NA,NA,2,87.7566,179,1
i,8,11,NA,NA,2,87.7566,173,1
i,8,11,NA,NA,2,87.7566,169,1
i,8,11,NA,NA,2,87.7566,158,1
i,8,11,NA,NA,2,87.7566,146,1
i,8,11,NA,NA,2,87.7566,148,1
i,4,3,NA,NA,3,87.75641,352,1
i,4,3,NA,NA,3,87.75641,414,1
i,4,3,NA,NA,3,87.75641,382,1
i,4,3,NA,NA,3,87.75641,368,1
i,4,3,NA,NA,3,87.75641,365,1
i,4,3,NA,NA,3,87.75641,409,1
i,4,3,NA,NA,3,87.75641,357,1
i,4,3,NA,NA,3,87.75641,411,1
i,4,3,NA,NA,3,87.75641,423,1
i,4,3,NA,NA,3,87.75641,437,1
i,6,3,NA,NA,4,87.75664,293,1
i,6,3,NA,NA,4,87.75664,336,1
i,6,3,NA,NA,4,87.75664,325,1
i,6,3,NA,NA,4,87.75664,330,1
i,6,3,NA,NA,4,87.75664,312,1
i,6,3,NA,NA,4,87.75664,337,1
i,6,3,NA,NA,4,87.75664,323,1
i,6,3,NA,NA,4,87.75664,310,1
i,6,3,NA,NA,4,87.75664,321,1
i,6,3,NA,NA,4,87.75664,333,1
i,7,3,NA,NA,5,87.75645,365,1
i,7,3,NA,NA,5,87.75645,316,1
i,7,3,NA,NA,5,87.75645,361,1
i,7,3,NA,NA,5,87.75645,329,1
i,7,3,NA,NA,5,87.75645,340,1
i,7,3,NA,NA,5,87.75645,334,1
i,7,3,NA,NA,5,87.75645,346,1
i,7,3,NA,NA,5,87.75645,327,1
i,7,3,NA,NA,5,87.75645,384,1
i,7,3,NA,NA,5,87.75645,385,1
i,4,8,NA,NA,6,87.75626,723,1
i,4,8,NA,NA,6,87.75626,687,1
i,4,8,NA,NA,6,87.75626,742,1
i,4,8,NA,NA,6,87.75626,698,1
i,4,8,NA,NA,6,87.75626,721,1
i,4,8,NA,NA,6,87.75626,731,1
i,4,8,NA,NA,6,87.75626,831,1
i,4,8,NA,NA,6,87.75626,698,1
i,4,8,NA,NA,6,87.75626,705,1
i,4,8,NA,NA,6,87.75626,737,1
i,3,4,NA,NA,7,87.75641,1156,1
i,3,4,NA,NA,7,87.75641,1202,1
i,3,4,NA,NA,7,87.75641,1244,1
i,3,4,NA,NA,7,87.75641,1125,1
i,3,4,NA,NA,7,87.75641,1220,1
i,3,4,NA,NA,7,87.75641,1241,1
i,3,4,NA,NA,7,87.75641,1138,1
i,3,4,NA,NA,7,87.75641,1229,1
i,3,4,NA,NA,7,87.75641,1167,1
i,3,4,NA,NA,7,87.75641,1099,1
i,3,4,NA,NA,8,87.75721,1487,1
i,3,4,NA,NA,8,87.75721,1476,1
i,3,4,NA,NA,8,87.75721,1425,1
i,3,4,NA,NA,8,87.75721,1457,1
i,3,4,NA,NA,8,87.75721,1432,1
i,3,4,NA,NA,8,87.75721,1416,1
i,3,4,NA,NA,8,87.75721,1494,1
i,3,4,NA,NA,8,87.75721,1420,1
i,3,4,NA,NA,8,87.75721,1449,1
i,3,4,NA,NA,8,87.75721,1439,1
i,2,1,NA,NA,9,87.75611,2652,1
i,2,1,NA,NA,9,87.75611,2658,1
i,2,1,NA,NA,9,87.75611,2722,1
i,2,1,NA,NA,9,87.75611,2603,1
i,2,1,NA,NA,9,87.75611,2661,1
i,2,1,NA,NA,9,87.75611,2593,1
i,2,1,NA,NA,9,87.75611,2603,1
i,2,1,NA,NA,9,87.75611,2631,1
i,2,1,NA,NA,9,87.75611,2649,1
i,2,1,NA,NA,9,87.75611,2670,1
i,6,2,NA,NA,10,87.75683,1122,1
i,6,2,NA,NA,10,87.75683,1100,1
i,6,2,NA,NA,10,87.75683,1070,1
i,6,2,NA,NA,10,87.75683,1069,1
i,6,2,NA,NA,10,87.75683,1097,1
i,6,2,NA,NA,10,87.75683,1081,1
i,6,2,NA,NA,10,87.75683,1124,1
i,6,2,NA,NA,10,87.75683,1078,1
i,6,2,NA,NA,10,87.75683,1063,1
i,6,2,NA,NA,10,87.75683,1008,1
j,11,4,NA,NA,1,197.226,1349,1
j,11,4,NA,NA,1,197.226,1272,1
j,11,4,NA,NA,1,197.226,1255,1
j,11,4,NA,NA,1,197.226,1288,1
j,11,4,NA,NA,1,197.226,1269,1
j,11,4,NA,NA,1,197.226,1313,1
j,11,4,NA,NA,1,197.226,1296,1
j,11,4,NA,NA,1,197.226,1318,1
j,11,4,NA,NA,1,197.226,1323,1
j,11,4,NA,NA,1,197.226,1325,1
j,3,1,NA,NA,2,204.8578,5732,1
j,3,1,NA,NA,2,204.8578,5757,1
j,3,1,NA,NA,2,204.8578,5649,1
j,3,1,NA,NA,2,204.8578,5742,1
j,3,1,NA,NA,2,204.8578,5641,1
j,3,1,NA,NA,2,204.8578,5590,1
j,3,1,NA,NA,2,204.8578,5727,1
j,3,1,NA,NA,2,204.8578,5585,1
j,3,1,NA,NA,2,204.8578,5586,1
j,3,1,NA,NA,2,204.8578,5624,1
j,6,7,NA,NA,3,204.8718,813,1
j,6,7,NA,NA,3,204.8718,866,1
j,6,7,NA,NA,3,204.8718,909,1
j,6,7,NA,NA,3,204.8718,792,1
j,6,7,NA,NA,3,204.8718,841,1
j,6,7,NA,NA,3,204.8718,854,1
j,6,7,NA,NA,3,204.8718,896,1
j,6,7,NA,NA,3,204.8718,899,1
j,6,7,NA,NA,3,204.8718,864,1
j,6,7,NA,NA,3,204.8718,875,1
j,4,4,NA,NA,4,204.8734,1558,1
j,4,4,NA,NA,4,204.8734,1506,1
j,4,4,NA,NA,4,204.8734,1533,1
j,4,4,NA,NA,4,204.8734,1548,1
j,4,4,NA,NA,4,204.8734,1619,1
j,4,4,NA,NA,4,204.8734,1522,1
j,4,4,NA,NA,4,204.8734,1504,1
j,4,4,NA,NA,4,204.8734,1531,1
j,4,4,NA,NA,4,204.8734,1631,1
j,4,4,NA,NA,4,204.8734,1589,1
j,3,6,NA,NA,5,204.8717,1040,1
j,3,6,NA,NA,5,204.8717,1145,1
j,3,6,NA,NA,5,204.8717,1113,1
j,3,6,NA,NA,5,204.8717,1114,1
j,3,6,NA,NA,5,204.8717,1091,1
j,3,6,NA,NA,5,204.8717,1116,1
j,3,6,NA,NA,5,204.8717,1076,1
j,3,6,NA,NA,5,204.8717,1162,1
j,3,6,NA,NA,5,204.8717,1103,1
j,3,6,NA,NA,5,204.8717,1101,1
j,2,4,NA,NA,6,204.8719,1742,1
j,2,4,NA,NA,6,204.8719,1712,1
j,2,4,NA,NA,6,204.8719,1712,1
j,2,4,NA,NA,6,204.8719,1710,1
j,2,4,NA,NA,6,204.8719,1641,1
j,2,4,NA,NA,6,204.8719,1718,1
j,2,4,NA,NA,6,204.8719,1750,1
j,2,4,NA,NA,6,204.8719,1728,1
j,2,4,NA,NA,6,204.8719,1706,1
j,2,4,NA,NA,6,204.8719,1801,1
j,2,2,NA,NA,7,204.8719,3675,1
j,2,2,NA,NA,7,204.8719,3567,1
j,2,2,NA,NA,7,204.8719,3712,1
j,2,2,NA,NA,7,204.8719,3579,1
j,2,2,NA,NA,7,204.8719,3716,1
j,2,2,NA,NA,7,204.8719,3560,1
j,2,2,NA,NA,7,204.8719,3669,1
j,2,2,NA,NA,7,204.8719,3617,1
j,2,2,NA,NA,7,204.8719,3539,1
j,2,2,NA,NA,7,204.8719,3616,1
j,4,1,NA,NA,8,204.8699,7681,1
j,4,1,NA,NA,8,204.8699,7555,1
j,4,1,NA,NA,8,204.8699,7768,1
j,4,1,NA,NA,8,204.8699,7662,1
j,4,1,NA,NA,8,204.8699,7697,1
j,4,1,NA,NA,8,204.8699,7584,1
j,4,1,NA,NA,8,204.8699,7637,1
j,4,1,NA,NA,8,204.8699,7752,1
j,4,1,NA,NA,8,204.8699,7636,1
j,4,1,NA,NA,8,204.8699,7612,1
j,10,1,NA,NA,9,204.8688,7850,1
j,10,1,NA,NA,9,204.8688,7958,1
j,10,1,NA,NA,9,204.8688,8095,1
j,10,1,NA,NA,9,204.8688,8036,1
j,10,1,NA,NA,9,204.8688,8018,1
j,10,1,NA,NA,9,204.8688,8032,1
j,10,1,NA,NA,9,204.8688,8078,1
j,10,1,NA,NA,9,204.8688,7935,1
j,10,1,NA,NA,9,204.8688,8019,1
j,10,1,NA,NA,9,204.8688,8119,1
j,8,4,NA,NA,10,204.8721,2072,1
j,8,4,NA,NA,10,204.8721,2044,1
j,8,4,NA,NA,10,204.8721,2096,1
j,8,4,NA,NA,10,204.8721,2110,1
j,8,4,NA,NA,10,204.8721,2123,1
j,8,4,NA,NA,10,204.8721,2172,1
j,8,4,NA,NA,10,204.8721,2084,1
j,8,4,NA,NA,10,204.8721,2165,1
j,8,4,NA,NA,10,204.8721,2086,1
j,8,4,NA,NA,10,204.8721,2078,1
i,3,6,NA,NA,1,87.09852,327,1
i,3,6,NA,NA,1,87.09852,349,1
i,3,6,NA,NA,1,87.09852,358,1
i,3,6,NA,NA,1,87.09852,335,1
i,3,6,NA,NA,1,87.09852,379,1
i,3,6,NA,NA,1,87.09852,320,1
i,3,6,NA,NA,1,87.09852,357,1
i,3,6,NA,NA,1,87.09852,334,1
i,3,6,NA,NA,1,87.09852,332,1
i,3,6,NA,NA,1,87.09852,372,1
i,3,10,NA,NA,2,87.75605,468,1
i,3,10,NA,NA,2,87.75605,414,1
i,3,10,NA,NA,2,87.75605,443,1
i,3,10,NA,NA,2,87.75605,422,1
i,3,10,NA,NA,2,87.75605,420,1
i,3,10,NA,NA,2,87.75605,437,1
i,3,10,NA,NA,2,87.75605,422,1
i,3,10,NA,NA,2,87.75605,448,1
i,3,10,NA,NA,2,87.75605,450,1
i,3,10,NA,NA,2,87.75605,430,1
i,7,4,NA,NA,3,87.75641,234,1
i,7,4,NA,NA,3,87.75641,223,1
i,7,4,NA,NA,3,87.75641,228,1
i,7,4,NA,NA,3,87.75641,211,1
i,7,4,NA,NA,3,87.75641,224,1
i,7,4,NA,NA,3,87.75641,222,1
i,7,4,NA,NA,3,87.75641,224,1
i,7,4,NA,NA,3,87.75641,252,1
i,7,4,NA,NA,3,87.75641,248,1
i,7,4,NA,NA,3,87.75641,224,1
i,7,2,NA,NA,4,87.75626,279,1
i,7,2,NA,NA,4,87.75626,293,1
i,7,2,NA,NA,4,87.75626,295,1
i,7,2,NA,NA,4,87.75626,274,1
i,7,2,NA,NA,4,87.75626,281,1
i,7,2,NA,NA,4,87.75626,297,1
i,7,2,NA,NA,4,87.75626,287,1
i,7,2,NA,NA,4,87.75626,265,1
i,7,2,NA,NA,4,87.75626,268,1
i,7,2,NA,NA,4,87.75626,262,1
i,1,2,NA,NA,5,87.75633,2350,1
i,1,2,NA,NA,5,87.75633,2427,1
i,1,2,NA,NA,5,87.75633,2409,1
i,1,2,NA,NA,5,87.75633,2368,1
i,1,2,NA,NA,5,87.75633,2378,1
i,1,2,NA,NA,5,87.75633,2333,1
i,1,2,NA,NA,5,87.75633,2433,1
i,1,2,NA,NA,5,87.75633,2332,1
i,1,2,NA,NA,5,87.75633,2430,1
i,1,2,NA,NA,5,87.75633,2375,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,0,0,NA,NA,6,0,NA,1
i,6,14,NA,NA,7,87.75651,587,1
i,6,14,NA,NA,7,87.75651,538,1
i,6,14,NA,NA,7,87.75651,586,1
i,6,14,NA,NA,7,87.75651,609,1
i,6,14,NA,NA,7,87.75651,569,1
i,6,14,NA,NA,7,87.75651,569,1
i,6,14,NA,NA,7,87.75651,573,1
i,6,14,NA,NA,7,87.75651,621,1
i,6,14,NA,NA,7,87.75651,590,1
i,6,14,NA,NA,7,87.75651,572,1
i,8,4,NA,NA,8,87.75645,536,1
i,8,4,NA,NA,8,87.75645,513,1
i,8,4,NA,NA,8,87.75645,552,1
i,8,4,NA,NA,8,87.75645,566,1
i,8,4,NA,NA,8,87.75645,536,1
i,8,4,NA,NA,8,87.75645,527,1
i,8,4,NA,NA,8,87.75645,568,1
i,8,4,NA,NA,8,87.75645,588,1
i,8,4,NA,NA,8,87.75645,565,1
i,8,4,NA,NA,8,87.75645,567,1
i,3,2,NA,NA,9,87.75643,1844,1
i,3,2,NA,NA,9,87.75643,1745,1
i,3,2,NA,NA,9,87.75643,1823,1
i,3,2,NA,NA,9,87.75643,1775,1
i,3,2,NA,NA,9,87.75643,1722,1
i,3,2,NA,NA,9,87.75643,1655,1
i,3,2,NA,NA,9,87.75643,1808,1
i,3,2,NA,NA,9,87.75643,1829,1
i,3,2,NA,NA,9,87.75643,1767,1
i,3,2,NA,NA,9,87.75643,1714,1
i,8,4,NA,NA,10,87.75653,814,1
i,8,4,NA,NA,10,87.75653,799,1
i,8,4,NA,NA,10,87.75653,830,1
i,8,4,NA,NA,10,87.75653,831,1
i,8,4,NA,NA,10,87.75653,761,1
i,8,4,NA,NA,10,87.75653,821,1
i,8,4,NA,NA,10,87.75653,835,1
i,8,4,NA,NA,10,87.75653,772,1
i,8,4,NA,NA,10,87.75653,836,1
i,8,4,NA,NA,10,87.75653,871,1
j,6,6,NA,NA,1,201.2623,848,1
j,6,6,NA,NA,1,201.2623,879,1
j,6,6,NA,NA,1,201.2623,908,1
j,6,6,NA,NA,1,201.2623,890,1
j,6,6,NA,NA,1,201.2623,877,1
j,6,6,NA,NA,1,201.2623,851,1
j,6,6,NA,NA,1,201.2623,849,1
j,6,6,NA,NA,1,201.2623,804,1
j,6,6,NA,NA,1,201.2623,839,1
j,6,6,NA,NA,1,201.2623,827,1
j,1,4,NA,NA,2,204.8753,1380,1
j,1,4,NA,NA,2,204.8753,1392,1
j,1,4,NA,NA,2,204.8753,1434,1
j,1,4,NA,NA,2,204.8753,1435,1
j,1,4,NA,NA,2,204.8753,1459,1
j,1,4,NA,NA,2,204.8753,1397,1
j,1,4,NA,NA,2,204.8753,1428,1
j,1,4,NA,NA,2,204.8753,1442,1
j,1,4,NA,NA,2,204.8753,1440,1
j,1,4,NA,NA,2,204.8753,1323,1
j,6,2,NA,NA,3,204.8718,3019,1
j,6,2,NA,NA,3,204.8718,2951,1
j,6,2,NA,NA,3,204.8718,2882,1
j,6,2,NA,NA,3,204.8718,2901,1
j,6,2,NA,NA,3,204.8718,2965,1
j,6,2,NA,NA,3,204.8718,2959,1
j,6,2,NA,NA,3,204.8718,2979,1
j,6,2,NA,NA,3,204.8718,2985,1
j,6,2,NA,NA,3,204.8718,2984,1
j,6,2,NA,NA,3,204.8718,2906,1
j,2,1,NA,NA,4,204.8713,6300,1
j,2,1,NA,NA,4,204.8713,6278,1
j,2,1,NA,NA,4,204.8713,6207,1
j,2,1,NA,NA,4,204.8713,6398,1
j,2,1,NA,NA,4,204.8713,6335,1
j,2,1,NA,NA,4,204.8713,6211,1
j,2,1,NA,NA,4,204.8713,6203,1
j,2,1,NA,NA,4,204.8713,6432,1
j,2,1,NA,NA,4,204.8713,6279,1
j,2,1,NA,NA,4,204.8713,6173,1
j,11,3,NA,NA,5,204.8721,2137,1
j,11,3,NA,NA,5,204.8721,2095,1
j,11,3,NA,NA,5,204.8721,2244,1
j,11,3,NA,NA,5,204.8721,2263,1
j,11,3,NA,NA,5,204.8721,2281,1
j,11,3,NA,NA,5,204.8721,2201,1
j,11,3,NA,NA,5,204.8721,2152,1
j,11,3,NA,NA,5,204.8721,2100,1
j,11,3,NA,NA,5,204.8721,2118,1
j,11,3,NA,NA,5,204.8721,2223,1
j,14,1,NA,NA,6,204.872,6827,1
j,14,1,NA,NA,6,204.872,6942,1
j,14,1,NA,NA,6,204.872,6864,1
j,14,1,NA,NA,6,204.872,6850,1
j,14,1,NA,NA,6,204.872,7031,1
j,14,1,NA,NA,6,204.872,6799,1
j,14,1,NA,NA,6,204.872,6979,1
j,14,1,NA,NA,6,204.872,6995,1
j,14,1,NA,NA,6,204.872,6847,1
j,14,1,NA,NA,6,204.872,7064,1
j,2,9,NA,NA,7,204.8728,832,1
j,2,9,NA,NA,7,204.8728,763,1
j,2,9,NA,NA,7,204.8728,759,1
j,2,9,NA,NA,7,204.8728,808,1
j,2,9,NA,NA,7,204.8728,752,1
j,2,9,NA,NA,7,204.8728,817,1
j,2,9,NA,NA,7,204.8728,789,1
j,2,9,NA,NA,7,204.8728,843,1
j,2,9,NA,NA,7,204.8728,800,1
j,2,9,NA,NA,7,204.8728,812,1
j,1,1,NA,NA,8,204.8756,7721,1
j,1,1,NA,NA,8,204.8756,7668,1
j,1,1,NA,NA,8,204.8756,7608,1
j,1,1,NA,NA,8,204.8756,7639,1
j,1,1,NA,NA,8,204.8756,7643,1
j,1,1,NA,NA,8,204.8756,7660,1
j,1,1,NA,NA,8,204.8756,7675,1
j,1,1,NA,NA,8,204.8756,7618,1
j,1,1,NA,NA,8,204.8756,7557,1
j,1,1,NA,NA,8,204.8756,7520,1
j,7,3,NA,NA,9,204.8719,2691,1
j,7,3,NA,NA,9,204.8719,2689,1
j,7,3,NA,NA,9,204.8719,2663,1
j,7,3,NA,NA,9,204.8719,2614,1
j,7,3,NA,NA,9,204.8719,2711,1
j,7,3,NA,NA,9,204.8719,2676,1
j,7,3,NA,NA,9,204.8719,2629,1
j,7,3,NA,NA,9,204.8719,2676,1
j,7,3,NA,NA,9,204.8719,2630,1
j,7,3,NA,NA,9,204.8719,2597,1
j,3,13,NA,NA,10,204.8718,651,1
j,3,13,NA,NA,10,204.8718,648,1
j,3,13,NA,NA,10,204.8718,695,1
j,3,13,NA,NA,10,204.8718,640,1
j,3,13,NA,NA,10,204.8718,666,1
j,3,13,NA,NA,10,204.8718,655,1
j,3,13,NA,NA,10,204.8718,667,1
